month,PM2.5,PM10,SO2,NO2,CO,O3
5,52,52,2,32,700,50
5,50,50,2,34,700,41
5,49,49,2,29,600,43
5,62,62,2,30,700,34
5,64,64,2,32,700,25
5,71,71,2,28,600,23
5,70,70,2,26,600,19
5,66,66,2,35,600,9
5,75,75,2,49,800,2
5,72,72,2,40,700,2
5,71,71,2,38,700,2
5,65,65,2,40,800,2
5,44,44,3,37,600,11
5,26,34,6,27,500,42
5,19,19,5,17,400,66
5,12,12,4,13,300,82
5,46,46,3,12,300,88
5,15,15,2,13,200,87
5,31,31,2,11,200,94
5,23,23,2,11,100,99
5,3,5,2,12,200,101
5,12,12,2,15,200,97
5,3,15,2,16,200,94
5,13,86,2,45,400,41
5,28,108,2,65,800,2
5,41,63,4,69,1400,2
5,61,113,4,67,1500,2
5,53,53,3,78,900,2
5,27,33,4,75,500,2
5,22,61,3,66,500,2
5,22,56,3,60,500,2
5,37,69,3,53,600,2
5,33,82,4,49,800,2
5,36,88,4,42,800,2
5,37,63,5,46,700,2
5,42,59,5,49,700,4
5,24,39,5,46,700,15
5,34,38,5,49,600,25
5,32,43,3,56,700,42
5,30,30,3,38,400,87
5,17,17,3,16,200,126
5,21,21,2,13,200,137
5,15,15,3,15,200,140
5,12,41,3,16,700,139
5,10,23,2,17,200,139
5,20,34,3,19,200,137
5,20,42,4,24,300,130
5,19,37,4,26,300,114
5,19,66,6,31,300,102
5,23,46,7,32,400,103
5,31,54,8,32,400,96
5,37,88,10,34,400,86
5,39,66,10,36,400,75
5,44,67,7,50,400,48
5,41,66,4,82,500,2
5,46,76,3,69,600,2
5,50,85,2,63,600,2
5,51,73,5,57,700,12
5,71,99,12,57,800,24
5,69,107,14,48,700,43
5,76,87,15,44,700,70
5,79,83,14,50,800,90
5,104,104,12,66,1000,109
5,116,116,17,57,900,165
5,89,89,21,19,700,250
5,73,86,18,16,600,256
5,74,74,15,16,600,253
5,65,65,15,16,600,231
5,58,73,15,19,700,222
5,75,153,19,19,1000,235
5,64,76,16,21,900,205
5,55,78,10,24,600,170
5,45,45,7,23,600,149
5,37,75,6,21,400,130
5,41,80,5,17,400,125
5,44,65,5,19,400,109
5,47,63,5,20,400,96
5,50,50,7,22,400,89
5,49,54,7,22,500,86
5,53,53,7,24,500,82
5,59,71,8,28,500,76
5,66,81,13,33,700,69
5,74,96,18,32,700,86
5,76,95,24,25,700,109
5,82,87,19,25,700,136
5,84,115,16,24,700,163
5,62,62,13,19,600,187
5,55,55,11,14,500,193
5,51,52,9,13,500,195
5,42,50,8,15,500,196
5,56,56,6,15,500,197
5,42,42,6,15,500,196
5,43,74,6,18,500,194
5,55,87,6,21,500,193
5,52,63,6,21,600,187
5,59,87,6,28,900,163
5,65,89,6,30,800,153
5,66,82,7,30,900,138
5,77,77,7,27,800,143
5,74,74,11,23,700,147
5,79,79,11,25,700,126
5,80,80,9,28,700,113
5,92,92,8,31,800,87
5,98,98,11,40,900,85
5,101,101,18,44,900,83
5,112,112,28,41,1000,93
5,114,129,28,34,1000,117
5,115,115,25,29,900,197
5,75,95,19,14,800,256
5,65,79,17,15,700,252
5,60,77,13,16,700,248
5,55,66,11,16,600,249
5,60,76,11,21,700,255
5,62,89,11,26,700,244
5,65,93,11,27,800,232
5,70,111,11,35,900,199
5,85,110,20,38,1100,184
5,82,82,29,26,1300,196
5,72,72,24,30,1400,157
5,63,63,18,39,1200,121
5,64,78,15,39,900,112
5,116,130,14,72,1300,44
5,114,114,15,45,1000,77
5,120,120,37,51,1700,76
5,122,122,40,43,1800,112
5,111,111,41,36,1700,148
5,105,105,35,32,1500,185
5,95,95,32,27,1500,237
5,94,94,27,23,1200,266
5,93,93,26,24,1200,280
5,86,86,25,24,1000,275
5,81,81,22,22,1000,266
5,58,58,13,26,700,217
5,45,57,13,32,800,208
5,49,65,17,33,800,181
5,67,99,23,37,1000,155
5,78,107,22,44,1200,114
5,81,96,20,57,1300,70
5,84,92,18,61,1200,51
5,86,89,17,68,1200,29
5,83,83,15,65,1000,35
5,79,79,18,51,700,58
5,92,92,18,62,800,33
5,96,96,20,55,900,34
5,96,96,28,53,900,42
5,94,94,33,43,900,69
5,97,97,22,52,900,72
5,92,92,27,36,900,129
5,81,81,26,25,900,171
5,78,78,23,24,800,198
5,79,79,28,22,1000,228
5,92,92,31,21,1200,269
5,76,76,26,17,1000,264
5,69,69,23,20,1100,263
5,55,55,16,19,1000,231
5,38,44,10,18,700,213
5,28,28,7,25,400,179
5,31,45,9,35,500,162
5,48,75,15,36,600,170
5,44,53,11,36,500,141
5,45,55,9,62,700,82
5,48,68,7,76,800,41
5,50,60,9,72,800,43
5,61,91,13,91,800,20
5,66,85,10,87,800,12
5,66,99,10,97,800,2
5,62,86,9,92,800,2
5,56,71,8,86,700,6
5,54,73,9,85,700,8
5,46,61,9,61,700,52
5,54,66,9,35,600,101
5,37,83,7,21,600,126
5,37,78,7,20,600,146
5,38,71,7,23,600,164
5,49,69,7,20,500,200
5,41,57,8,14,500,223
5,46,64,10,14,600,238
5,48,54,10,14,600,242
5,45,45,8,14,700,233
5,37,46,8,16,500,220
5,38,45,7,21,400,191
5,34,34,6,23,400,171
5,41,61,7,29,500,166
5,51,67,7,46,800,133
5,56,73,9,48,800,122
5,63,78,11,40,800,140
5,46,61,15,24,700,144
5,42,57,13,20,600,145
5,51,71,15,24,600,134
5,75,104,21,60,1400,19
5,74,96,23,56,1500,22
5,86,102,25,58,1500,19
5,88,101,25,65,1600,11
5,96,109,30,62,1600,25
5,99,102,29,64,1600,37
5,89,89,34,48,1500,102
5,91,91,32,39,1300,142
5,89,89,28,29,1100,181
5,83,87,25,23,1000,196
5,73,120,21,16,700,198
5,57,62,8,16,500,170
5,48,48,7,17,500,158
5,47,58,5,18,600,146
5,29,29,3,16,500,109
5,3,5,3,11,300,95
5,4,5,3,16,300,77
5,4,5,3,18,300,67
5,5,5,3,25,300,51
5,7,7,3,30,300,37
5,9,9,2,42,400,12
5,11,11,3,50,500,2
5,10,10,3,48,500,2
5,12,12,3,50,400,2
5,24,28,3,40,400,14
5,44,45,3,26,500,38
5,50,50,5,29,600,38
5,49,49,6,31,600,45
5,41,48,7,36,600,49
5,24,24,5,21,400,80
5,17,17,4,10,300,105
5,14,14,4,11,300,124
5,17,17,4,10,200,138
5,15,16,4,11,200,150
5,14,14,4,11,200,152
5,8,11,3,10,200,143
5,11,17,4,11,200,146
5,18,50,5,14,300,156
5,25,54,9,15,300,155
5,19,40,7,16,200,140
5,17,65,7,17,300,125
5,10,67,4,10,200,115
5,8,23,3,8,200,119
5,9,21,2,14,200,105
5,3,9,3,16,200,100
5,3,7,3,14,200,100
5,6,10,3,12,200,101
5,9,14,5,17,300,81
5,8,12,5,20,300,78
5,4,7,6,20,300,82
5,10,18,5,18,300,89
5,12,26,5,19,300,84
5,9,20,4,16,300,93
5,11,20,3,11,200,108
5,10,19,3,9,200,117
5,12,15,3,9,200,120
5,8,14,3,8,200,125
5,8,13,3,9,200,132
5,11,20,4,12,200,147
5,14,34,4,16,200,141
5,13,34,4,16,200,135
5,13,41,4,20,300,124
5,12,45,3,20,300,102
5,17,31,3,35,400,70
5,22,41,3,42,500,56
5,29,70,4,67,700,8
5,31,72,4,73,800,2
5,31,63,5,70,700,2
5,45,59,4,68,600,2
5,28,52,5,54,400,20
5,48,148,5,15,200,87
5,47,136,4,8,200,101
5,34,102,4,17,200,84
5,39,120,5,23,300,70
5,29,81,5,15,300,84
5,17,45,3,9,200,99
5,12,27,3,8,200,106
5,13,22,4,7,200,113
5,14,20,2,8,200,118
5,18,25,4,7,200,124
5,11,16,4,6,200,130
5,10,17,4,6,200,133
5,12,17,3,6,200,133
5,8,11,3,6,200,134
5,10,14,3,9,200,129
5,9,20,4,16,200,120
5,16,50,4,30,300,123
5,20,76,4,38,400,99
5,20,62,4,32,400,98
5,23,58,6,32,400,93
5,22,52,10,26,400,108
5,39,80,9,49,500,36
5,47,84,8,55,600,44
5,54,95,10,65,700,55
5,62,87,12,74,700,83
5,43,67,11,31,500,155
5,36,61,10,13,300,173
5,46,90,17,18,500,183
5,66,117,26,18,800,204
5,69,131,29,16,700,214
5,58,125,22,17,700,203
5,53,106,16,17,600,191
5,66,151,23,22,700,183
5,82,125,35,25,1100,156
5,43,81,20,22,700,123
5,32,61,13,24,500,109
5,26,52,12,23,500,104
5,23,40,10,23,400,94
5,59,96,13,46,700,40
5,59,103,14,50,800,51
5,52,55,14,35,700,109
5,38,40,14,19,500,159
5,33,36,12,13,500,180
5,36,48,13,13,500,202
5,39,49,14,12,700,212
5,38,48,14,12,700,216
5,34,51,12,11,600,210
5,40,81,17,14,800,214
5,41,72,17,14,600,203
5,42,69,15,16,600,193
5,40,73,16,15,600,185
5,42,74,14,20,600,168
5,48,88,14,20,700,151
5,49,78,12,16,600,149
5,54,77,13,19,700,131
5,26,46,4,24,400,69
5,18,19,4,12,200,84
5,6,26,3,9,200,94
5,12,21,3,10,200,108
5,3,9,3,10,200,118
5,13,13,3,10,200,129
5,7,13,4,12,200,144
5,14,19,4,14,200,164
5,17,35,5,16,200,185
5,16,51,5,15,200,193
5,20,63,5,20,300,187
5,20,180,5,26,300,155
5,39,147,11,34,700,140
5,55,127,17,36,800,128
5,56,121,17,35,900,117
5,56,114,16,30,1000,115
5,48,98,21,49,1000,21
5,57,109,23,41,1100,50
5,70,125,25,36,1100,87
5,82,129,23,35,1000,131
5,80,115,20,34,1000,185
5,85,131,19,37,1100,213
5,95,134,18,38,1100,253
5,98,150,20,25,1000,330
5,107,160,20,20,900,342
5,121,164,23,21,1000,336
5,109,142,22,22,1100,322
5,112,148,27,24,1300,302
5,108,155,31,23,1500,278
5,106,160,31,31,1700,227
5,105,145,26,42,1400,160
5,90,126,20,42,1100,130
5,72,102,16,31,900,129
5,63,105,14,25,700,122
5,58,94,10,22,700,119
5,62,117,8,35,700,88
5,81,140,9,28,900,76
5,122,141,11,30,1300,67
5,50,55,10,20,600,85
5,41,113,11,26,700,65
5,32,85,13,27,800,57
5,35,86,15,26,800,57
5,36,89,16,24,900,65
5,30,85,16,27,900,68
5,32,74,15,25,1000,78
5,25,86,16,27,1000,84
5,25,95,13,26,800,90
5,27,91,11,25,700,95
5,25,90,10,23,700,104
5,23,82,8,23,600,111
5,22,70,7,23,600,111
5,27,71,7,26,600,106
5,24,73,7,32,700,90
5,33,101,8,57,800,43
5,33,92,6,52,700,36
6,18,18,4,26,400,69
6,18,18,6,28,500,65
6,16,24,7,31,700,52
6,16,23,7,32,700,47
6,15,28,6,35,600,38
6,18,38,8,66,900,2
6,25,80,7,63,800,2
6,32,81,6,58,700,6
6,36,76,7,52,800,18
6,34,77,6,46,700,35
6,35,79,6,44,700,45
6,31,73,8,29,700,77
6,32,42,8,27,700,99
6,22,28,7,22,500,126
6,31,37,5,20,400,149
6,40,49,6,25,500,165
6,37,40,5,24,400,177
6,39,47,5,24,500,196
6,35,54,5,24,500,198
6,31,57,5,23,500,193
6,31,71,6,26,600,183
6,34,84,5,34,600,147
6,34,86,5,37,700,135
6,41,76,6,50,700,91
6,39,69,7,36,600,99
6,34,53,8,38,600,77
6,34,55,8,44,600,56
6,37,60,9,44,600,45
6,41,74,7,72,700,4
6,46,95,8,75,900,2
6,51,100,11,71,900,5
6,54,110,12,65,900,20
6,56,85,13,53,800,57
6,67,101,13,56,1000,90
6,75,114,13,72,1200,104
6,52,52,11,24,700,197
6,40,48,10,11,600,216
6,43,65,10,12,600,241
6,38,51,10,12,600,245
6,40,51,10,13,600,246
6,43,58,14,15,700,242
6,40,60,11,18,700,227
6,35,61,9,22,600,211
6,37,59,9,21,600,202
6,45,87,9,35,700,163
6,42,75,9,45,900,129
6,46,69,12,51,900,108
6,50,76,21,45,1400,105
6,53,69,25,34,1300,107
6,52,72,26,34,1100,91
6,54,89,25,38,1100,74
6,54,101,20,42,1100,55
6,58,91,18,84,1400,3
6,68,119,16,83,1500,2
6,76,106,21,80,1500,8
6,87,118,25,73,1600,24
6,89,110,29,62,1700,59
6,85,102,31,65,1500,76
6,93,104,28,71,1600,84
6,97,117,28,71,1700,104
6,102,124,27,68,1600,134
6,94,94,28,46,1300,205
6,93,93,25,30,1000,242
6,65,65,21,20,800,256
6,65,69,21,22,800,251
6,77,103,22,23,900,244
6,98,174,30,30,1300,244
6,115,163,37,27,1400,229
6,124,154,29,25,1400,197
6,108,126,25,27,1400,171
6,88,91,28,23,1500,155
6,73,86,23,19,1200,140
6,76,85,24,21,1200,120
6,66,67,17,22,900,103
6,63,76,18,19,800,106
6,77,95,17,21,800,86
6,75,97,15,28,900,70
6,76,93,17,31,900,69
6,84,107,21,37,1000,68
6,93,116,21,38,1000,86
6,104,128,22,37,1100,116
6,125,125,25,26,1200,189
6,85,85,20,18,900,211
6,106,107,22,20,900,250
6,88,88,20,14,800,268
6,81,81,19,14,700,274
6,69,78,16,14,700,267
6,69,100,13,15,700,263
6,75,85,12,16,700,265
6,71,80,11,20,700,243
6,74,122,11,27,900,214
6,88,99,12,31,1000,182
6,74,91,13,26,800,177
6,77,92,12,36,900,138
6,80,131,13,46,1000,110
6,92,142,16,41,1300,112
6,109,137,15,34,1500,93
6,88,88,9,30,800,69
6,54,54,8,23,600,70
6,52,52,8,26,600,61
6,50,51,7,30,700,54
6,48,48,9,32,700,53
6,56,66,15,36,900,47
6,65,71,19,36,1000,57
6,74,74,25,29,1100,91
6,80,85,29,30,1300,115
6,90,90,29,28,1300,156
6,96,96,25,25,1200,209
6,101,101,21,19,1000,248
6,93,93,15,15,800,267
6,83,83,13,14,700,262
6,77,77,11,15,700,257
6,74,74,11,17,700,256
6,68,145,14,26,800,221
6,47,52,14,26,700,160
6,40,66,13,29,700,129
6,37,71,10,33,700,93
6,33,58,10,41,700,60
6,40,69,8,38,800,52
6,47,61,6,37,600,42
6,46,46,4,31,600,41
6,50,50,4,30,700,39
6,59,59,4,29,900,37
6,75,75,5,28,800,47
6,82,82,7,27,800,57
6,85,85,10,33,800,51
6,89,89,11,37,900,50
6,94,94,11,34,900,72
6,101,101,11,32,900,108
6,113,113,13,30,1100,159
6,118,118,13,25,1200,215
6,116,116,13,20,1200,265
6,119,119,11,18,1100,267
6,122,122,11,17,1100,279
6,120,120,10,18,1000,282
6,120,120,9,18,900,275
6,121,121,10,21,1000,260
6,130,146,9,21,1000,262
6,114,169,10,23,1000,238
6,63,473,2,17,700,140
6,36,36,2,17,600,133
6,39,39,2,15,700,138
6,53,53,2,17,700,128
6,71,71,2,20,800,117
6,84,84,2,17,900,128
6,66,66,2,14,800,111
6,64,64,2,12,1000,126
6,50,50,2,13,900,99
6,42,42,2,17,800,71
6,30,45,2,24,700,60
6,33,73,2,30,800,51
6,36,50,2,23,700,69
6,32,71,2,19,600,90
6,37,89,2,18,700,111
6,43,81,2,18,700,132
6,56,91,4,18,900,147
6,65,89,5,17,1000,161
6,66,77,4,17,900,166
6,69,74,3,18,800,163
6,64,64,2,18,800,167
6,63,73,2,20,800,159
6,69,76,2,20,900,151
6,72,99,2,21,1000,133
6,86,91,2,19,1000,113
6,91,91,2,22,1100,92
6,83,83,2,17,1100,103
6,80,80,2,16,1100,92
6,87,87,2,17,1100,79
6,94,94,2,19,1100,64
6,100,100,2,21,1200,43
6,100,100,2,36,1000,19
6,97,97,3,49,1100,6
6,115,115,2,30,1200,48
6,121,121,2,30,1200,62
6,134,134,3,29,1300,90
6,129,129,3,27,1200,130
6,123,123,4,25,1200,172
6,107,107,4,19,1000,218
6,98,98,4,20,1000,258
6,111,111,4,21,1000,281
6,109,109,3,18,900,253
6,114,114,3,19,1000,230
6,101,101,3,19,1000,219
6,145,148,4,21,1300,236
6,207,207,5,23,1600,247
6,208,208,6,28,1500,205
6,208,208,5,41,1700,159
6,185,185,4,38,1500,179
6,179,179,5,36,1400,148
6,161,161,8,34,1400,119
6,171,171,5,39,1700,73
6,158,158,6,43,2200,42
6,128,128,6,41,1600,37
6,136,136,4,34,1200,41
6,138,138,4,34,1300,37
6,144,144,5,38,1300,37
6,151,151,8,39,1400,46
6,162,162,10,43,1400,57
6,170,170,12,41,1500,100
6,160,160,15,36,1400,175
6,119,119,14,18,800,227
6,93,93,20,13,800,233
6,71,86,19,13,800,246
6,70,70,11,12,700,249
6,56,80,7,12,500,223
6,54,62,5,12,500,226
6,44,58,4,14,400,209
6,41,47,4,17,400,199
6,41,73,4,24,500,173
6,51,200,4,22,500,169
6,56,175,2,14,600,165
6,63,63,2,15,600,149
6,61,61,2,21,700,119
6,70,70,2,13,600,134
6,54,54,2,16,600,117
6,56,56,2,13,600,114
6,64,64,2,14,600,103
6,58,58,2,18,600,95
6,46,46,2,22,600,104
6,56,56,2,19,700,109
6,58,58,2,19,600,124
6,57,57,3,18,700,141
6,73,73,4,20,800,160
6,90,90,4,20,800,195
6,111,111,5,21,900,238
6,108,108,6,18,800,276
6,101,101,5,17,800,268
6,47,47,2,11,500,163
6,32,32,3,19,600,140
6,10,10,2,12,300,118
6,7,7,2,11,200,101
6,8,8,2,9,200,89
6,4,12,2,12,300,81
6,10,10,2,19,300,64
6,9,9,2,14,200,70
6,7,15,2,19,200,57
6,12,13,2,24,200,47
6,5,5,2,16,200,57
6,6,6,2,16,200,54
6,6,6,2,17,200,52
6,7,19,3,21,300,42
6,7,15,2,27,300,32
6,12,32,3,26,400,35
6,9,9,4,15,300,71
6,6,6,4,10,300,91
6,9,11,4,11,300,96
6,3,7,4,11,300,101
6,3,5,2,9,300,107
6,6,6,2,9,200,111
6,8,8,2,9,200,117
6,3,15,2,12,200,124
6,3,5,2,10,200,124
6,6,12,2,14,200,123
6,12,14,2,20,300,120
6,13,46,2,29,300,115
6,17,41,2,28,300,117
6,21,45,3,40,400,87
6,29,100,2,69,600,34
6,29,83,3,77,700,19
6,30,96,4,83,800,2
6,60,138,5,36,1200,51
6,77,77,3,25,1100,62
6,82,82,2,20,1100,77
6,84,148,3,17,1200,70
6,94,94,3,23,1300,64
6,95,95,5,29,1300,56
6,99,99,7,20,1300,82
6,104,104,8,20,1300,103
6,103,103,10,28,1400,114
6,103,103,11,28,1300,164
6,75,75,10,22,1000,215
6,62,62,7,15,600,225
6,40,40,6,15,500,203
6,39,39,7,17,500,217
6,43,43,7,17,500,231
6,44,44,6,20,600,225
6,42,42,6,22,500,222
6,35,38,5,28,500,194
6,39,124,5,47,700,147
6,72,118,6,39,1100,154
6,53,53,9,25,900,143
6,44,89,8,30,900,117
6,92,93,2,29,900,132
6,51,51,2,21,600,129
6,50,55,2,19,600,124
6,44,44,2,18,500,115
6,35,35,2,16,400,112
6,30,30,2,15,400,108
6,31,31,2,22,500,94
6,34,34,2,30,500,78
6,31,37,2,25,500,86
6,18,18,2,21,500,96
6,33,33,2,22,500,84
6,37,37,2,22,500,91
6,38,38,2,25,600,84
6,42,42,2,21,600,104
6,43,43,2,21,700,98
6,47,47,2,21,700,98
6,47,47,2,26,800,86
6,52,52,2,21,600,94
6,54,54,2,19,600,92
6,62,62,2,27,600,65
6,64,64,2,24,600,66
6,55,55,2,20,600,72
6,53,53,2,17,600,80
6,60,60,2,24,600,81
6,60,60,2,22,600,65
6,50,50,2,24,600,62
6,51,51,2,23,600,65
6,41,41,2,24,600,62
6,34,34,2,19,600,71
6,29,29,2,15,500,90
6,30,30,2,15,500,112
6,28,28,2,17,600,108
6,36,36,2,18,600,104
6,33,33,2,19,600,98
6,18,24,2,17,600,96
6,21,21,2,18,500,95
6,23,38,2,20,600,91
6,25,39,2,24,600,73
6,23,24,2,21,600,76
6,22,22,2,24,600,68
6,21,21,2,22,600,67
6,17,17,2,20,500,64
6,28,40,2,29,600,38
6,36,36,2,33,600,28
6,29,29,2,37,500,24
6,14,14,2,39,400,34
6,14,14,2,24,300,63
6,14,14,2,38,400,36
6,12,12,2,25,300,48
6,13,15,2,36,400,24
6,11,11,2,33,400,37
6,14,29,2,32,500,45
6,12,24,2,21,500,69
6,13,17,4,17,500,89
6,13,13,4,13,500,109
6,15,15,4,12,400,126
6,18,26,4,13,300,136
6,5,6,3,14,300,147
6,17,17,4,15,300,162
6,18,32,3,17,300,186
6,15,35,3,18,300,181
6,30,47,3,28,500,152
6,9,37,3,30,500,168
6,24,103,3,50,700,118
6,36,48,2,50,600,85
6,24,43,2,29,500,100
6,14,26,2,38,500,69
6,3,33,2,51,500,30
6,8,21,2,53,400,14
6,113,113,2,46,500,2
6,41,41,2,39,500,14
6,26,36,2,34,500,25
6,17,42,2,32,500,39
6,23,43,2,33,600,54
6,13,15,2,26,500,78
6,31,31,2,30,600,94
6,7,28,2,33,700,124
6,21,21,2,23,500,157
6,3,41,2,18,400,193
6,22,22,2,17,400,222
6,16,16,2,17,300,165
6,22,22,2,25,300,135
6,22,26,2,46,400,81
6,9,52,2,57,600,66
6,16,66,2,61,600,62
6,20,84,3,54,500,73
6,25,118,3,71,800,33
6,33,78,2,75,700,7
6,29,38,2,72,600,5
6,12,52,2,69,500,3
6,15,32,2,54,500,24
6,5,46,2,60,500,8
6,16,59,2,63,500,2
6,16,60,2,52,500,10
6,23,57,2,44,500,23
6,20,35,2,39,500,39
6,23,58,2,31,500,57
6,3,28,2,9,400,107
6,10,11,2,11,400,111
6,10,45,2,13,600,120
6,12,33,2,13,600,136
6,3,27,2,14,600,131
6,15,48,2,20,500,108
6,24,30,2,38,800,63
6,5,15,2,42,700,54
6,3,34,2,42,600,57
6,3,78,2,38,600,59
6,12,64,2,59,700,13
6,3,74,2,67,900,2
6,3,73,2,70,900,2
6,21,113,2,64,800,2
6,3,56,2,48,500,10
6,20,34,2,46,400,6
6,17,43,2,47,500,2
6,3,58,2,48,600,2
6,18,20,2,36,600,15
6,18,67,2,33,500,26
6,28,59,3,38,600,35
6,12,40,3,36,600,73
6,29,55,4,34,600,122
6,36,79,5,48,700,154
6,34,41,6,26,600,218
6,19,40,6,14,500,220
6,31,53,9,16,500,223
6,38,65,9,14,500,221
6,37,83,8,16,500,221
6,41,67,7,17,500,212
6,41,53,5,19,600,203
6,39,82,5,23,600,192
6,43,73,5,30,700,170
6,51,116,4,34,700,140
6,71,149,4,36,900,132
6,57,72,6,26,900,145
6,53,67,5,28,800,115
6,55,69,3,26,700,105
6,59,70,3,26,700,93
6,59,71,2,29,700,79
6,70,70,3,26,700,85
6,45,115,2,71,800,9
6,83,132,3,62,1700,12
6,128,128,4,42,1000,58
6,115,115,6,30,1200,120
6,92,98,6,24,1000,174
6,76,76,7,20,900,217
6,64,64,6,19,700,241
6,54,54,5,19,700,273
6,40,40,3,19,600,280
6,35,65,3,13,300,212
6,28,28,4,13,300,202
6,27,62,4,14,300,203
6,31,38,4,18,400,207
6,30,30,4,21,400,197
6,32,53,4,29,400,162
6,44,84,5,41,600,130
6,83,295,7,36,1100,187
6,142,222,9,30,1800,219
6,176,176,10,29,2100,200
6,177,177,10,28,1900,170
6,178,178,10,29,1800,142
6,170,170,8,29,1800,127
6,80,80,6,15,1000,132
6,70,70,5,17,1000,129
6,76,76,5,19,1000,134
6,74,74,6,21,1000,142
6,79,84,7,25,1000,142
6,82,82,8,21,1000,171
6,86,86,8,19,1100,211
6,83,83,7,14,1000,255
6,78,78,7,13,800,272
6,69,69,5,12,800,279
6,57,57,5,13,700,271
6,54,54,5,16,700,261
6,53,62,5,20,700,247
6,58,72,4,19,800,253
6,68,173,2,26,800,216
6,52,52,2,39,1900,173
6,45,54,2,42,900,128
6,43,43,2,40,900,126
6,55,62,2,26,900,157
6,54,54,2,20,800,161
6,62,62,2,27,800,135
6,64,64,2,28,800,117
6,70,77,2,26,800,113
6,76,76,2,21,800,98
6,82,82,2,30,800,51
6,83,83,2,40,900,29
6,89,89,2,40,1000,25
6,105,110,2,33,1300,53
6,165,165,3,26,1900,96
6,164,164,4,29,1400,121
6,152,152,4,26,1200,164
6,135,135,4,18,1100,226
6,126,126,5,18,1100,276
6,116,116,5,15,1000,294
6,97,97,5,13,900,272
6,79,79,4,12,800,245
6,116,167,3,17,1000,266
6,111,111,3,17,900,265
6,104,104,3,21,900,248
6,33,33,2,17,400,157
6,31,31,2,29,400,113
6,33,119,2,26,500,119
6,44,69,2,26,600,118
6,45,45,2,26,600,105
6,35,35,2,21,600,109
6,33,33,2,14,500,127
6,27,27,2,17,400,115
6,34,34,2,18,500,86
6,37,37,2,22,500,87
6,30,30,2,20,500,96
6,27,27,2,26,500,88
6,30,40,2,31,600,81
6,37,58,2,30,700,98
6,49,69,3,28,800,123
6,61,74,3,31,800,154
6,81,81,3,28,800,201
6,82,103,4,19,700,260
6,76,81,4,18,700,253
6,70,87,3,15,700,252
6,65,81,3,16,700,251
6,75,80,3,19,700,250
6,55,55,3,21,600,191
6,39,39,2,24,600,149
6,44,44,2,36,900,112
6,81,296,3,56,1200,97
6,102,102,4,30,1100,145
6,50,50,5,19,500,128
6,41,64,5,20,500,105
6,68,177,3,46,800,50
6,85,85,3,43,800,44
6,79,175,2,58,1000,15
6,130,151,3,39,1000,35
6,137,137,3,29,1000,55
6,129,129,3,36,1100,51
6,123,123,3,43,1100,59
6,92,92,3,33,900,81
6,39,39,4,35,600,66
6,35,83,4,35,600,68
6,88,199,5,28,1100,104
6,130,130,12,25,1900,131
6,97,97,14,26,1900,146
6,78,78,14,25,1700,172
6,70,70,11,19,1300,200
6,49,52,9,21,1100,204
6,71,71,10,26,1300,212
6,76,139,8,26,1300,213
6,82,82,4,23,700,186
6,45,45,2,22,700,115
6,44,59,2,28,800,89
6,40,59,2,36,800,65
6,42,43,2,48,800,30
6,41,48,2,69,900,2
6,37,37,2,71,900,2
6,18,18,2,52,500,5
6,7,7,2,41,300,21
6,5,5,2,27,300,41
6,11,29,2,28,300,41
6,6,6,2,20,300,58
6,7,7,2,13,200,76
6,13,13,2,10,300,86
6,9,9,2,10,300,97
6,6,9,2,10,200,104
6,14,14,2,11,200,105
6,10,14,2,11,200,103
6,10,36,2,11,100,97
6,15,25,2,20,300,80
6,7,7,2,15,200,84
6,5,5,2,17,200,86
6,11,21,2,17,200,89
6,13,27,2,16,200,94
6,11,23,2,17,200,88
6,7,19,2,22,200,78
6,9,17,2,23,200,71
6,7,15,2,32,200,53
6,11,19,2,35,200,45
6,7,11,2,33,200,45
6,7,15,3,40,300,31
6,11,21,3,45,300,22
6,13,30,3,31,300,40
6,7,30,3,26,300,47
6,8,33,3,23,300,56
6,9,19,2,17,300,71
6,9,17,2,13,300,87
6,16,20,2,12,300,98
6,18,18,2,12,400,107
6,16,16,2,11,300,107
6,20,20,2,10,200,112
6,26,26,2,10,200,117
6,22,22,2,11,200,121
6,22,26,2,14,200,121
6,23,24,2,19,300,117
6,20,74,2,31,300,122
6,24,24,2,30,400,121
6,24,51,2,42,500,86
6,29,61,2,45,500,71
6,32,68,2,55,500,49
6,41,119,3,61,500,37
6,50,122,3,84,600,2
6,50,85,4,71,600,6
6,47,92,3,68,600,2
6,38,49,2,41,400,19
6,37,37,2,34,500,45
6,36,53,2,36,500,45
6,38,42,3,32,400,56
6,34,68,3,26,400,83
6,35,45,3,24,500,118
6,35,47,3,24,500,152
6,45,45,4,25,500,203
6,45,45,6,27,500,249
6,32,32,3,16,300,220
6,35,35,3,14,200,184
6,30,77,5,16,300,196
6,41,63,5,16,300,188
6,46,88,10,34,600,139
6,37,64,8,31,500,134
6,40,75,9,31,500,115
6,40,72,8,28,400,119
6,43,70,9,21,400,139
6,45,84,11,20,400,141
6,49,86,12,21,500,140
6,54,78,13,26,500,125
6,57,85,12,27,600,115
6,59,108,11,29,600,107
6,69,107,12,36,700,87
6,69,123,8,58,900,33
6,45,100,3,40,800,68
6,51,51,3,40,700,70
6,58,64,6,42,800,95
6,58,58,9,31,800,145
6,64,66,10,22,700,200
6,68,95,11,21,700,199
6,80,157,8,24,700,176
